m,f
0,0
0,0
0,0
0,0
1,2
6,6
69,85
38,34
35,44
181,190
228,271
52,49
23,24
38,31
43,36
58,65
28,30
7,3
8,2
2,3
5,3
2,2
3,4
2,6
4,5
6,4
3,2
1,1
4,1
2,3
3,2
2,6
8,5
3,1
0,2
3,4
8,16
24,28
9,4
29,41
35,68
136,145
37,53
40,37
71,66
17,18
31,31
38,43
74,103
37,27
24,15
38,29
