m,f
395,409
196,212
126,123
85,103
3,4
12,14
3,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,1
15,13
82,77
114,119
129,144
105,99
60,59
22,32
5,15
7,10
4,2
2,0
3,1
0,1
0,1
0,0
1,0
0,0
4,2
20,20
47,57
23,30
34,31
58,45
37,60
24,28
36,32
58,61
9,17
48,34
26,38
6,7
46,61
19,34
5,2
