m,f
18,13
18,11
25,18
12,8
0,0
7,10
6,1
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
0,0
0,0
1,0
4,2
3,4
8,5
10,7
2,1
3,2
3,2
1,4
11,12
3,1
9,11
0,1
0,1
0,1
0,0
1,0
1,0
1,0
0,0
2,1
4,1
1,4
2,0
3,3
1,5
1,2
0,1
0,3
1,4
1,1
2,7
2,1
1,2
