0,1,2,3,4,5,6,7,8,9
41,77,95,215,186,71,104,64,28,32
19,42,37,97,85,24,38,31,16,10
7,10,11,33,32,12,19,7,6,3
3,1,2,5,11,4,3,3,0,0
1,0,0,0,0,1,0,0,0,0
7,8,13,13,20,8,19,10,2,0
0,0,1,1,1,0,1,0,0,0
1,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,0,0,1,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,1,3,1,3,1,0,0,0,0
2,5,6,11,12,1,6,4,0,2
7,15,9,25,29,11,16,9,0,5
5,12,19,35,39,13,11,14,5,3
7,9,9,21,24,3,12,6,0,2
13,13,20,48,45,13,15,9,5,1
10,26,16,49,35,9,30,15,4,1
6,8,13,24,20,9,14,6,1,3
1,2,4,16,11,4,6,5,4,0
3,14,9,23,18,8,11,8,3,3
0,2,2,10,5,1,1,1,0,0
2,4,4,11,8,3,3,2,0,0
0,0,0,0,0,0,0,1,0,0
1,0,1,2,2,1,0,0,0,1
1,0,1,0,1,0,0,1,0,0
0,0,0,0,0,0,2,1,0,0
0,0,0,0,0,0,1,1,0,0
0,1,0,1,2,0,0,0,0,0
0,1,3,4,5,1,1,1,0,1
1,3,5,8,7,3,1,0,1,2
0,0,0,1,2,0,1,1,0,0
3,10,7,15,22,7,9,2,1,1
12,12,10,25,19,5,13,4,3,1
6,8,12,23,28,8,14,5,1,1
1,4,5,10,14,4,4,2,0,1
1,3,4,12,11,2,5,4,2,0
8,6,15,34,22,13,9,10,1,0
8,24,14,54,53,14,26,13,1,2
2,4,2,6,11,2,5,3,0,0
6,10,11,40,23,8,10,10,1,1
4,7,4,27,19,5,10,3,4,0
1,0,0,1,4,2,0,0,1,1
0,5,3,10,7,1,5,0,0,1
0,0,0,0,0,0,0,0,0,0
1,2,4,5,5,1,5,0,0,0
