m,f
819,858
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
175,186
343,393
237,235
44,47
2,0
3,2
0,1
1,1
0,2
1,1
0,0
2,0
2,3
2,5
2,2
1,1
3,4
0,5
12,18
98,115
212,228
150,175
111,150
52,47
9,5
6,3
4,4
2,2
0,0
3,2
9,5
14,12
8,17
15,15
9,11
