0,1,2,3,4,5,6,7,8,9,10
311,191,168,144,125,133,130,129,122,122,102
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0
239,2,2,3,98,1,3,3,6,2,2
51,111,78,76,32,70,66,69,67,70,46
0,68,65,63,5,54,50,45,43,50,29
0,5,14,4,2,4,12,9,10,4,27
0,0,0,0,0,0,0,1,0,1,0
0,2,0,1,0,0,0,0,2,0,0
0,0,0,0,0,0,0,0,1,0,0
0,0,1,0,0,0,0,0,0,1,0
1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,1
0,0,0,1,0,0,0,2,2,0,0
2,0,1,1,1,0,0,2,0,0,0
1,1,0,0,0,0,0,0,0,2,0
0,0,1,0,0,0,0,1,0,0,0
2,0,0,2,0,0,1,0,2,0,0
0,0,0,2,2,0,0,0,0,1,0
3,0,1,6,7,0,0,2,5,6,0
87,1,2,36,37,4,0,7,17,22,0
159,17,14,62,55,10,7,24,65,27,0
5,61,72,26,16,41,15,43,31,15,0
0,62,47,0,0,44,41,34,2,31,0
0,25,5,0,2,12,42,6,0,7,0
0,0,1,0,0,2,9,1,0,1,0
2,1,0,2,3,0,0,1,0,0,0
0,2,0,0,2,1,2,0,0,1,0
1,0,0,0,0,1,1,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0
0,1,0,2,0,0,0,0,2,0,0
2,0,3,1,0,0,0,0,1,0,7
0,0,0,2,0,0,0,1,0,1,22
3,0,0,2,0,0,1,1,0,0,18
2,1,1,1,0,1,0,1,0,0,23
3,0,0,0,0,1,1,0,0,0,15
