m,f
13,12
44,50
7,7
13,9
17,14
5,1
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
5,3
6,3
0,1
6,5
10,4
10,6
7,3
3,3
1,5
1,0
11,8
0,0
1,3
0,0
0,0
0,0
0,0
0,1
3,2
5,1
0,0
2,2
1,2
7,5
3,3
5,6
9,8
11,17
1,3
2,3
2,5
4,3
4,4
6,1
