0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
16,12,7,1,0
30,25,13,1,0
0,10,2,0,0
0,2,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,1,0,0
0,0,0,0,0
9,2,0,1,0
4,2,0,0,0
1,2,0,2,0
1,1,0,0,0
1,0,0,0,0
0,1,0,0,0
0,0,0,0,0
2,0,1,0,0
1,1,1,0,0
0,0,0,0,0
2,3,0,0,0
14,11,4,1,0
15,16,9,0,0
8,10,3,1,0
3,1,2,0,0
0,1,0,0,0
1,1,1,0,0
1,0,0,0,0
1,0,0,0,0
0,0,1,0,0
2,0,0,0,0
1,0,0,0,0
0,1,0,0,0
1,0,0,0,0
1,0,0,0,0
0,0,0,0,0
1,0,1,0,0
3,1,1,0,0
10,3,2,0,0
7,8,6,1,0
14,11,4,0,0
9,5,3,2,0
6,5,0,0,0
2,3,0,0,0
0,0,0,0,0
2,0,0,1,0
0,0,0,0,0
0,1,0,0,0
