0,1,2,3,4,5,6,7,8,9
83,158,156,382,364,126,183,119,60,49
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
4,25,19,49,64,15,31,17,6,10
25,39,50,87,82,30,47,28,6,6
6,14,9,39,22,6,17,9,4,2
1,2,1,4,5,4,1,2,0,0
0,2,2,3,3,0,3,0,1,0
5,3,7,13,16,4,4,9,2,2
6,12,12,30,35,9,15,7,2,0
6,14,14,38,20,9,17,5,4,2
0,1,3,1,3,1,2,1,0,0
1,1,2,3,1,1,1,0,1,0
0,0,0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0
0,1,1,0,2,0,0,1,0,0
0,0,0,1,1,0,0,1,0,0
1,1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0
0,4,2,4,3,0,2,0,0,0
4,10,8,14,14,3,10,3,1,0
8,13,18,34,44,14,20,5,3,5
6,9,11,27,27,8,9,11,2,3
0,7,6,10,11,1,9,2,0,0
5,5,5,12,13,2,5,0,1,0
8,9,7,28,21,9,7,14,4,0
1,15,12,30,23,9,14,5,2,2
2,4,5,9,11,3,4,2,2,0
1,1,3,6,7,1,3,3,0,1
3,4,8,11,18,5,6,4,1,1
4,5,6,13,8,2,1,2,0,1
2,2,2,2,5,0,0,0,0,0
4,2,3,9,9,2,3,3,1,0
4,8,7,16,10,5,9,2,5,0
0,2,2,8,8,3,4,0,0,0
3,6,6,15,7,5,6,6,0,0
2,2,4,7,6,3,1,2,1,0
