0,1,2,3,4
1,6,3,0,0
16,8,5,9,4
27,14,12,3,2
11,16,10,10,6
9,9,4,3,1
7,5,4,0,1
12,8,6,1,1
0,1,0,1,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
4,1,1,0,0
5,4,1,0,0
2,1,1,0,0
4,2,3,0,0
0,0,0,0,0
3,5,0,0,1
5,10,2,2,1
1,3,1,2,0
1,0,1,0,0
2,0,1,0,0
11,7,5,2,1
19,8,6,2,0
1,11,0,0,1
5,3,1,0,1
8,9,10,1,0
2,3,2,0,0
3,9,3,3,0
1,2,0,0,1
2,0,2,0,0
6,3,2,0,0
0,1,0,0,0
