0,1,2,3,4
808,537,247,77,20
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
112,80,42,7,4
150,89,38,7,1
22,9,7,3,0
44,22,11,7,1
14,13,6,2,0
0,1,0,0,0
3,0,0,0,0
0,0,0,0,0
1,1,0,1,0
2,4,1,1,0
0,0,0,0,0
0,3,0,0,0
21,11,4,3,0
106,62,25,9,0
76,67,11,6,3
3,2,1,0,0
16,7,4,3,0
19,13,2,3,0
4,2,1,0,0
95,53,30,7,2
94,52,28,4,1
51,45,15,2,0
17,17,5,0,0
4,1,1,0,0
3,1,0,0,0
0,1,0,0,1
7,9,6,0,0
36,17,9,3,0
34,27,14,3,0
4,0,0,0,0
19,8,0,1,1
1,1,1,0,0
8,4,1,1,1
3,4,1,1,0
7,3,2,0,0
11,8,0,1,0
