0,1,2,3,4,5,6,7,8,9
25,45,42,110,103,40,67,30,22,10
21,42,35,113,101,33,39,33,17,13
17,23,20,47,35,16,21,22,5,3
18,26,21,47,61,20,33,19,8,13
9,24,34,72,66,23,34,19,8,6
3,11,7,16,26,4,15,9,1,1
2,6,7,18,12,6,9,2,4,7
0,2,4,6,3,1,1,0,0,0
1,1,1,7,4,0,3,2,0,0
1,1,6,10,9,2,4,1,1,2
1,1,1,4,1,0,0,0,0,0
1,0,2,1,2,1,0,1,1,0
0,0,1,1,1,0,1,0,2,0
1,2,0,3,1,0,0,0,0,0
0,0,0,0,3,0,1,0,1,0
0,0,0,0,0,0,0,0,1,0
0,0,1,1,5,1,2,0,0,0
0,0,0,0,0,0,1,0,0,0
0,2,1,1,2,0,0,2,0,0
1,1,0,1,2,0,0,0,0,0
0,0,0,1,1,0,1,1,0,0
0,0,0,0,0,0,0,0,0,0
1,2,0,2,2,0,1,2,0,0
1,2,2,6,4,1,3,0,1,0
0,1,2,2,1,0,1,0,0,0
3,1,7,16,6,2,4,6,2,0
1,0,1,1,3,1,1,0,1,0
1,6,7,16,8,2,9,3,3,1
1,0,0,2,3,2,1,1,0,0
0,1,1,2,2,1,2,1,0,0
0,0,2,2,6,0,1,0,0,1
2,3,0,9,6,0,5,2,2,0
4,7,4,19,14,5,6,5,4,0
6,8,5,23,22,5,7,6,4,3
9,16,10,31,38,9,16,11,2,0
1,2,1,6,3,2,3,0,0,0
9,28,17,40,48,15,25,10,3,8
9,19,16,38,39,13,13,11,4,2
7,3,5,12,12,6,4,4,0,2
5,12,13,24,25,5,14,6,3,2
14,20,39,65,62,26,31,16,16,8
11,16,24,36,40,15,17,8,4,3
10,13,7,38,34,16,20,6,5,2
3,7,7,12,13,2,10,2,2,0
0,4,7,6,4,1,2,1,0,0
2,5,1,10,11,4,3,3,2,4
1,3,0,8,6,0,3,1,0,0
1,1,1,3,2,0,2,0,1,0
0,0,2,2,2,0,0,0,0,0
1,1,7,13,6,3,3,3,0,1
1,0,0,1,2,2,1,0,0,0
1,2,3,8,5,1,3,1,0,0
