0,1,2,3,4
32,27,21,7,6
14,10,10,4,2
13,8,4,3,1
10,15,5,6,1
8,8,6,5,2
2,0,1,1,0
0,0,1,0,0
4,3,2,1,0
0,0,0,0,0
3,2,1,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,3,1,0,0
6,8,5,4,0
7,7,3,0,1
4,4,1,1,0
6,5,2,2,1
5,1,6,0,0
4,1,3,0,0
1,1,1,0,0
2,1,0,0,0
2,2,1,0,0
4,2,4,0,0
4,4,2,0,1
13,12,6,3,1
3,1,4,1,0
0,0,0,0,0
2,2,1,1,0
1,0,0,0,0
1,2,1,0,1
2,1,2,0,0
1,1,0,0,0
2,4,2,0,0
5,1,2,0,1
0,2,1,1,0
4,1,2,1,0
7,2,1,0,1
2,4,2,4,0
4,4,0,0,0
9,4,3,0,0
2,4,0,0,1
4,2,1,0,0
10,3,3,1,0
2,1,1,1,0
2,0,1,0,0
