m,f
400,413
327,336
143,149
27,30
29,27
16,19
1,4
0,1
4,0
7,4
2,3
5,1
4,2
5,4
3,2
0,2
7,6
5,9
43,38
53,85
100,94
114,107
91,96
74,86
28,34
14,5
29,27
21,24
12,13
5,6
2,2
3,0
0,1
6,3
3,5
3,2
3,2
14,23
47,42
51,60
26,37
56,56
63,86
77,83
55,65
45,45
25,23
30,20
13,23
22,23
11,12
8,7
