m,f
22,17
13,10
88,62
3,7
6,9
1,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,2
2,5
35,27
13,10
40,16
11,10
15,7
4,4
0,1
0,0
0,0
0,0
0,0
0,0
0,0
1,2
4,0
3,2
1,2
0,0
15,14
7,7
22,13
14,10
13,15
14,8
4,4
6,5
3,5
0,1
3,1
0,1
0,0
0,0
