0,1,2,3,4,5,6,7,8,9,10
0,9,0,2,0,0,4,2,1,0,3
14,0,0,1,4,12,2,8,0,4,8
21,17,0,7,5,2,0,5,1,9,2
0,0,1,0,0,0,7,2,7,5,0
0,1,8,1,2,1,2,0,1,0,0
0,0,1,4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,3,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0
0,0,0,11,0,0,0,0,0,0,0
0,0,0,4,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,2,0,0,0
0,4,0,0,0,1,0,0,0,0,0
0,7,0,0,0,5,0,0,0,0,0
0,0,0,0,0,4,0,9,2,0,0
25,2,0,0,0,1,0,3,1,0,0
17,1,3,0,0,0,0,0,0,0,0
0,5,9,0,2,2,0,0,4,0,0
1,0,0,0,0,0,3,0,4,0,0
0,0,2,0,2,1,8,0,0,0,0
0,0,0,0,5,0,2,0,0,0,1
0,0,0,0,0,0,1,0,0,0,4
0,0,0,0,0,0,0,0,0,0,4
0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0
0,0,0,1,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,0,0
