m,f
263,281
160,172
29,19
218,241
56,55
65,63
5,2
3,2
21,23
4,6
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,4
22,24
4,2
46,46
4,3
35,35
9,14
66,74
35,38
46,45
128,142
3,6
49,49
0,1
29,44
46,56
68,60
7,11
11,16
66,62
49,77
51,46
27,40
5,8
4,3
0,1
