m,f
77,65
5,4
49,35
1,0
1,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
13,8
10,9
49,33
6,5
26,15
10,8
8,2
0,2
0,0
0,0
0,0
0,0
0,0
0,0
0,1
3,1
3,2
2,0
1,2
6,3
15,18
12,11
26,18
12,7
7,5
9,6
6,5
5,6
2,3
0,0
1,2
0,0
0,0
1,0
