0,1,2,3,4,5,6,7,8,9,10
42,18,13,8,12,7,7,10,12,9,4
3,2,1,0,0,1,0,0,0,2,0
9,8,10,9,3,12,8,8,6,2,9
0,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1,1,1,1
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
17,0,0,0,3,1,0,0,0,0,0
1,0,1,5,6,1,0,3,2,0,0
18,7,9,9,10,10,4,7,5,3,0
0,0,1,0,0,0,3,0,1,6,0
1,10,11,5,3,4,1,1,2,3,0
0,0,0,0,0,1,9,2,0,6,0
0,5,2,0,0,2,0,0,0,1,0
0,0,1,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,1,0,0,4
0,0,0,0,0,0,0,0,0,0,2
0,0,0,1,0,0,0,0,0,0,2
9,0,0,0,0,0,0,0,0,0,0
21,0,0,10,1,0,0,0,0,1,0
0,6,0,4,3,0,0,0,7,3,0
2,8,8,1,8,0,1,0,9,7,0
0,0,0,5,0,1,7,0,0,6,0
1,5,1,1,2,2,0,0,0,0,0
0,1,1,0,2,4,4,1,1,1,0
0,0,0,0,0,3,0,7,0,1,0
0,0,0,0,0,6,1,4,0,0,0
0,0,0,0,0,0,0,5,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1
