m,f
343,374
181,169
38,33
221,226
72,66
10,16
6,5
8,8
7,5
43,61
5,4
5,11
3,2
4,4
2,4
2,4
3,8
6,6
7,6
61,70
92,93
64,68
68,96
78,97
52,44
11,14
8,8
34,27
64,80
26,31
9,7
1,4
3,4
6,5
7,2
7,5
1,2
5,6
23,25
64,73
65,70
31,46
48,49
61,88
42,51
21,23
25,20
7,10
5,3
3,2
5,4
4,4
