m,f
8,8
33,25
45,30
12,11
11,2
4,6
12,6
13,9
1,3
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
2,2
1,1
2,2
9,3
22,14
5,1
4,2
8,9
3,1
2,0
7,5
6,5
0,0
2,4
9,5
7,3
9,5
2,5
13,20
10,8
7,3
1,0
0,1
2,2
0,0
