0,1,2,3,4
260,163,78,27,10
65,44,19,4,0
108,95,42,6,5
85,55,21,13,0
9,4,4,0,0
2,2,0,0,0
2,2,1,0,0
6,3,0,0,0
3,2,3,0,0
2,7,0,1,0
192,126,63,23,5
24,8,4,0,1
0,1,0,0,0
1,0,1,0,0
1,0,0,0,0
1,1,1,0,0
2,0,0,0,0
0,0,0,0,0
1,1,0,0,0
2,0,0,0,0
11,2,3,1,0
30,22,11,3,0
3,5,0,1,1
93,60,27,6,2
22,24,6,2,0
60,31,24,1,1
22,23,10,1,0
9,8,5,0,0
5,4,0,0,1
2,0,0,2,0
1,0,0,0,0
1,3,1,0,0
1,1,0,0,0
2,1,0,0,0
1,0,1,0,0
2,1,0,0,0
2,0,0,0,0
1,1,0,0,0
3,2,1,0,0
2,3,2,1,0
9,2,0,0,0
0,2,1,0,0
17,13,6,3,0
66,49,18,4,0
32,12,10,1,1
62,48,17,3,0
5,2,2,0,0
35,29,15,1,1
16,9,2,1,0
2,3,1,0,0
2,1,2,0,0
3,1,0,0,0
