0,1,2,3,4
499,324,156,44,11
146,112,38,12,3
78,44,19,8,1
79,52,22,9,1
46,35,22,7,4
30,24,14,3,1
37,20,12,2,2
3,1,0,0,0
0,0,1,0,0
4,4,0,2,0
0,0,1,0,0
2,0,1,0,0
3,1,1,0,0
6,2,2,0,0
0,0,0,0,0
6,3,1,0,0
0,0,1,0,0
5,3,1,0,0
2,5,0,0,0
3,3,2,0,1
6,3,1,0,0
1,1,0,0,0
6,1,1,0,1
2,3,0,0,0
1,0,1,1,0
4,3,1,0,0
4,8,2,1,0
18,12,11,1,0
27,20,7,1,0
12,14,4,1,0
32,9,10,3,0
23,12,10,2,0
79,64,23,8,2
14,8,2,0,1
67,32,23,7,0
82,54,28,7,2
45,20,13,4,1
35,28,17,4,1
2,3,1,0,0
21,10,2,0,0
10,12,4,0,0
25,23,6,2,0
106,71,33,9,2
35,30,17,3,1
9,9,3,1,0
36,29,7,4,0
11,5,2,0,0
49,22,7,1,0
24,26,4,1,0
9,1,2,0,0
32,20,11,1,0
30,17,8,0,1
