m,f
292,305
182,181
95,102
224,227
108,107
13,22
20,22
8,13
2,4
5,1
7,14
4,5
2,1
0,0
2,2
1,1
1,5
3,0
1,1
1,1
3,2
5,4
5,4
5,5
7,4
15,7
1,1
15,30
12,18
5,5
5,6
11,10
3,1
23,28
35,36
34,35
63,59
78,105
158,171
62,65
79,81
76,75
28,32
65,93
15,26
18,28
33,28
16,9
1,1
5,4
2,4
5,4
