0,1,2,3,4
8,6,3,3,1
44,28,19,8,5
9,6,7,2,3
6,12,7,3,4
10,7,4,1,1
2,3,0,2,0
6,2,1,0,0
0,1,0,0,0
0,1,0,0,0
5,4,3,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,1,1,0,1
0,0,1,0,0
4,7,3,0,1
7,9,3,1,0
0,1,0,0,0
1,1,0,0,0
4,2,1,0,0
4,1,2,1,1
1,0,0,0,0
3,3,3,1,0
5,5,2,2,0
10,4,4,2,1
1,0,1,0,0
3,5,0,2,0
2,8,3,0,1
8,5,5,3,0
3,7,1,2,1
1,2,1,1,0
1,2,1,0,0
6,1,2,2,0
0,0,0,0,0
1,1,0,0,0
2,1,1,0,0
2,0,0,0,0
9,10,7,0,0
