m,f
551,567
58,59
266,284
19,32
37,28
5,7
3,2
1,6
2,1
0,0
2,5
3,3
1,4
1,0
5,3
3,6
5,4
3,7
106,92
100,115
166,192
182,179
89,113
81,71
44,45
32,41
7,7
13,24
1,5
12,15
2,3
6,5
2,9
10,2
6,3
4,5
5,6
49,51
55,47
121,133
75,92
83,103
61,93
42,32
79,110
13,25
76,87
17,25
44,28
27,26
8,4
10,17
