0,1,2,3,4
281,202,80,17,5
332,179,92,34,5
130,100,40,13,3
40,12,14,2,1
5,3,1,0,0
34,27,2,3,1
3,2,1,3,0
2,1,1,0,0
3,1,3,1,0
1,3,0,0,0
4,3,1,0,0
3,3,2,0,0
1,0,0,0,0
2,3,1,0,0
3,2,2,0,1
7,0,1,0,0
3,1,1,0,0
8,9,3,5,0
72,33,11,2,0
78,50,21,2,1
88,62,28,10,0
109,56,23,9,1
48,23,10,2,0
24,7,10,1,0
4,4,3,1,1
9,5,5,0,0
20,12,4,1,0
23,13,4,1,0
20,12,4,1,0
8,5,1,0,0
16,10,4,1,1
30,26,3,2,0
16,4,1,1,0
10,3,2,0,0
4,7,1,0,0
8,2,1,0,0
8,6,4,3,0
25,25,16,3,0
67,31,15,5,1
54,29,12,4,1
47,29,15,0,0
78,21,17,3,0
67,37,14,5,0
28,16,13,2,0
26,14,7,2,1
44,24,5,3,0
21,11,9,0,0
25,19,8,1,1
23,11,4,2,1
14,9,5,0,0
7,5,1,0,0
5,3,0,0,0
