0,1,2,3,4
12,5,10,3,0
20,19,16,6,1
16,19,10,4,1
13,4,3,2,1
2,0,1,0,0
3,4,3,0,0
2,0,0,0,0
4,2,0,1,0
2,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,0,1,0,0
2,2,1,0,0
4,3,2,1,0
9,2,4,2,0
1,0,0,0,0
4,2,0,0,1
7,3,1,1,1
1,0,1,0,0
6,6,2,0,0
5,6,2,2,0
3,2,1,0,0
1,2,0,0,0
0,0,0,0,0
1,0,0,0,0
2,0,0,1,0
3,3,1,0,1
0,2,0,0,0
4,2,0,0,0
0,2,0,0,0
2,0,0,0,0
7,3,3,1,0
3,1,3,0,0
1,0,0,1,0
1,0,2,0,0
4,5,2,0,0
7,1,1,1,1
2,0,0,0,0
6,6,2,0,0
1,4,0,0,0
0,1,1,0,0
10,10,7,2,0
4,6,3,2,0
5,9,1,1,1
2,3,1,0,0
