m,f
309,309
326,340
175,179
74,97
18,17
6,8
9,1
3,0
4,7
3,2
1,0
1,0
4,5
2,4
3,4
3,4
3,1
13,12
88,80
143,158
131,135
92,106
58,62
56,57
15,11
19,15
6,3
4,3
2,5
4,4
3,1
4,2
7,2
5,5
6,3
21,12
25,33
46,49
49,58
55,70
43,43
23,36
53,63
85,84
10,13
77,82
7,11
37,29
12,18
5,5
5,8
7,5
