0,1,2,3,4
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
9,4,1,0,1
160,120,51,11,3
310,198,107,24,2
96,68,23,11,1
12,2,2,1,0
6,2,3,0,0
5,3,1,1,0
12,6,3,0,1
8,2,2,0,0
97,58,22,7,1
78,59,12,7,0
27,17,10,1,1
7,3,1,1,0
3,0,1,0,0
1,1,0,0,0
1,0,0,0,0
1,0,0,0,0
1,3,0,0,0
3,1,2,0,0
9,6,3,0,0
17,7,4,4,0
103,74,20,6,0
132,83,37,7,0
27,9,4,0,0
3,7,5,0,0
24,14,6,2,0
26,12,5,3,0
13,4,4,4,0
7,4,1,0,0
3,2,0,0,0
3,2,1,0,0
4,0,2,0,0
3,1,1,0,0
2,0,0,0,0
3,0,1,0,0
15,6,6,0,0
42,22,6,1,0
27,22,4,2,0
6,2,1,1,0
22,7,4,1,0
75,49,12,4,0
53,32,15,3,0
28,23,7,1,0
60,39,12,7,0
40,15,15,1,0
57,46,7,3,0
66,31,13,4,2
51,33,16,2,0
