m,f
18,7
30,19
44,34
3,4
2,3
9,10
1,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,1
2,6
8,3
11,18
8,8
17,6
4,5
5,1
0,2
3,0
2,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,1
0,0
2,0
5,6
8,3
7,9
3,4
8,8
9,4
3,2
9,4
9,2
0,0
6,3
0,0
4,4
