0,1,2,3,4
268,163,85,19,6
86,58,24,7,0
88,57,21,9,3
51,35,19,5,1
13,9,1,0,0
136,113,41,10,1
45,27,18,4,0
9,5,3,2,0
3,2,1,1,0
6,2,2,0,0
5,0,2,1,0
3,1,1,1,0
0,1,1,0,0
1,3,2,0,0
3,2,0,0,0
4,5,1,0,0
1,1,0,0,0
5,3,1,0,0
13,7,7,1,0
53,26,12,4,0
39,38,9,3,1
14,9,4,2,0
33,17,8,1,0
23,8,3,1,1
8,3,0,0,0
3,5,2,1,0
12,7,2,1,0
86,62,34,6,1
69,46,14,0,2
21,14,7,4,0
8,11,5,2,1
5,0,1,0,0
5,4,1,0,0
0,2,0,0,0
3,1,0,0,0
4,1,0,0,0
4,4,3,1,0
23,10,4,2,0
32,15,5,2,0
14,17,3,0,0
5,0,3,0,0
9,0,0,0,0
9,3,1,0,0
33,20,0,3,0
25,13,6,4,0
7,7,1,2,0
2,3,2,0,0
3,6,1,0,0
8,5,2,0,0
12,6,4,1,0
78,63,25,2,1
42,27,20,0,0
