0,1,2,3,4
179,115,43,15,4
99,55,25,9,1
42,46,13,2,1
54,36,15,4,1
16,13,4,0,0
4,6,1,1,0
7,3,0,0,0
3,2,0,0,0
4,2,0,1,0
3,0,1,0,0
0,0,0,0,0
4,1,2,2,0
4,3,0,1,0
206,144,69,17,1
9,7,3,3,0
8,5,1,0,0
12,3,1,0,0
4,3,3,1,0
9,3,1,2,0
29,23,2,5,0
33,21,16,1,0
15,7,1,1,0
23,17,7,0,0
50,38,13,3,0
31,24,9,4,0
7,6,2,0,0
6,9,2,0,0
5,5,1,2,0
6,2,0,0,0
4,4,1,1,1
24,11,9,0,1
4,2,3,0,0
6,4,1,2,0
3,1,1,0,0
4,2,2,0,0
6,5,4,2,1
18,15,7,2,0
33,25,4,3,0
22,8,5,1,0
8,4,4,1,0
3,4,0,0,0
3,3,0,0,0
13,6,6,3,0
28,26,9,2,0
34,33,9,0,0
26,19,4,0,0
8,10,2,0,0
5,3,2,0,0
91,40,32,8,1
2,9,1,0,1
6,4,1,3,0
5,4,4,0,0
