0,1,2,3,4,5,6,7,8,9,10
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,2,0,0,54,0,0,0,0,1,0
2,8,0,2,63,0,1,0,2,5,0
14,5,0,82,14,0,5,0,7,4,1
251,3,0,60,0,0,66,0,74,39,7
36,106,0,3,1,0,48,0,41,43,2
0,7,0,0,1,0,3,5,3,29,2
0,56,0,0,1,5,0,8,0,0,1
0,0,0,2,0,60,0,1,0,0,0
0,2,3,0,2,5,0,3,0,0,0
1,0,6,0,0,2,0,75,0,0,47
0,0,82,0,0,50,0,3,0,1,3
0,1,73,0,1,10,0,31,0,0,35
0,0,0,0,0,1,0,6,0,0,0
0,0,0,2,0,1,0,0,0,0,11
0,0,3,0,0,1,0,0,0,2,2
0,2,3,6,0,0,0,0,0,1,1
1,0,1,0,1,0,0,1,0,0,0
0,0,1,1,2,0,0,0,0,0,2
0,0,3,1,0,0,0,0,0,1,0
0,0,5,1,0,0,0,0,1,0,1
1,1,0,1,4,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,2,0
0,0,0,1,0,0,0,0,0,0,1
1,0,0,0,0,0,3,0,0,0,2
0,0,2,2,0,1,17,1,0,1,0
2,1,0,2,0,1,28,0,0,0,0
2,0,0,1,0,0,21,0,0,0,0
3,0,1,2,0,0,31,1,0,4,0
0,0,3,9,0,1,13,1,0,0,0
0,1,1,47,0,1,0,0,0,12,0
0,1,0,6,0,0,0,0,1,60,0
1,0,1,2,3,0,1,2,0,34,0
0,0,0,1,2,0,0,1,1,1,0
18,0,0,51,15,1,0,0,0,3,1
194,0,0,1,41,1,0,0,2,0,3
49,10,0,7,43,0,0,0,3,1,3
0,68,1,4,0,1,0,0,7,0,1
1,63,16,1,1,2,1,0,2,0,1
0,5,43,3,13,0,0,7,2,0,0
0,23,52,1,0,17,2,19,37,1,14
0,0,29,0,1,1,0,0,1,2,35
0,0,9,0,0,54,0,0,2,0,2
0,2,7,2,0,29,0,47,41,0,2
0,1,2,4,1,1,0,6,0,0,0
2,0,0,1,0,6,0,31,2,1,1
0,0,0,0,0,0,0,1,17,2,24
0,0,0,0,2,1,0,8,4,0,4
