m,f
0,0
0,0
0,0
0,0
37,46
208,210
92,122
140,124
43,48
32,33
10,12
28,36
72,81
41,35
5,12
20,27
58,66
7,6
2,1
3,8
21,19
6,5
4,2
5,4
1,3
5,3
4,1
12,13
9,14
87,87
82,98
6,13
27,27
18,19
10,10
0,3
8,3
24,38
124,122
70,86
8,6
3,1
4,6
5,4
17,20
26,30
14,20
4,3
4,6
21,23
30,51
10,12
