0,1,2,3,4
354,217,125,30,11
278,208,84,29,5
43,30,8,6,0
6,4,4,0,0
59,36,13,4,2
6,5,1,1,0
28,14,4,2,1
2,3,0,0,0
3,4,1,0,0
0,2,0,1,0
4,1,0,0,0
5,1,2,0,0
3,2,2,0,1
4,0,1,1,0
1,0,0,0,0
4,3,4,1,0
6,4,1,0,1
46,24,6,2,0
203,141,71,17,5
87,48,17,8,1
89,60,29,5,2
119,73,33,11,3
68,37,16,4,0
27,19,7,5,1
8,3,0,1,0
3,7,2,1,0
5,4,2,0,0
6,3,3,0,0
18,12,5,0,0
9,1,0,0,0
44,36,6,3,0
2,1,1,0,0
28,11,5,2,0
1,3,2,1,0
2,0,0,0,0
4,1,1,0,1
17,3,2,1,1
40,31,8,6,1
46,37,11,1,1
55,33,18,3,1
71,51,19,7,0
123,78,42,8,1
70,40,13,4,1
64,35,24,4,0
50,25,18,4,0
55,25,15,3,0
4,6,2,0,0
14,9,5,1,0
12,3,3,0,0
5,4,3,0,0
4,3,2,0,0
6,3,1,0,0
