0,1,2,3,4
9,9,2,3,2
42,31,14,10,3
25,25,14,6,4
5,10,4,3,0
4,4,2,3,1
10,7,5,1,0
2,0,0,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,0,0,0
1,1,1,1,0
1,0,3,0,0
10,6,3,1,1
2,3,0,1,0
2,2,3,0,0
4,1,1,0,0
4,6,2,2,1
7,3,5,0,0
2,1,3,1,0
17,8,3,0,1
16,15,13,2,0
9,6,3,2,0
4,1,2,1,0
2,2,2,1,0
0,0,1,1,0
5,0,0,3,0
0,3,1,0,1
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
3,3,0,0,0
3,5,0,0,0
