0,1,2,3,4,5,6,7,8,9
37,68,65,168,154,49,62,47,24,11
23,34,33,82,62,29,46,23,13,5
8,21,17,57,46,13,18,14,7,6
16,30,27,76,62,34,31,17,3,4
6,10,11,29,25,4,16,5,3,2
0,3,2,2,5,2,2,1,0,0
0,0,1,2,2,1,2,2,0,0
0,2,4,3,5,0,1,0,0,1
0,0,1,1,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0
0,0,1,0,0,1,1,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,1,0,0
0,0,0,1,0,0,0,0,0,0
0,0,1,3,1,0,0,1,0,0
0,1,0,1,1,1,0,1,0,0
0,1,0,2,3,0,0,0,0,0
1,0,0,2,5,2,0,0,0,0
1,0,1,0,4,0,0,0,1,0
0,2,1,1,0,1,1,0,0,0
1,0,0,1,2,0,0,1,0,0
0,0,1,0,0,0,0,1,0,0
0,2,0,3,1,0,0,0,0,0
0,0,0,1,2,0,1,1,0,0
1,0,2,2,0,0,3,1,0,0
0,1,0,1,0,0,0,0,1,0
1,3,3,3,5,1,2,0,0,0
2,8,4,13,16,4,3,1,2,0
4,6,11,17,15,3,10,3,1,1
2,2,2,13,17,6,4,3,3,0
0,1,3,4,4,0,0,0,0,0
8,13,10,32,25,8,15,7,1,2
3,12,3,29,13,5,6,4,3,0
9,14,11,39,31,7,19,8,3,0
5,4,11,20,11,8,7,7,3,0
1,6,4,19,9,3,3,2,2,0
5,2,1,15,12,2,9,1,1,1
1,6,7,6,13,4,4,1,1,3
4,9,8,28,29,10,15,3,2,2
1,12,12,20,19,7,10,3,2,0
2,1,2,11,8,3,6,1,2,1
10,13,11,31,26,4,12,6,5,1
1,1,3,5,2,3,0,1,3,1
3,9,4,14,14,7,8,5,0,0
0,3,1,1,3,0,1,0,0,0
0,2,2,3,3,1,1,1,0,0
1,0,3,4,2,0,0,1,0,0
1,0,1,2,2,0,0,2,0,0
15,20,22,50,37,16,16,7,2,0
4,11,14,23,29,14,7,9,2,1
0,0,0,2,3,1,1,1,0,0
5,2,2,8,11,8,4,3,0,0
