0,1,2,3,4
2,0,0,0,1
19,14,7,2,1
11,15,16,8,1
9,5,2,3,0
11,3,1,2,0
5,3,5,1,1
2,1,0,0,1
6,6,3,0,1
6,3,1,1,1
0,1,0,0,1
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,1,0,0,0
0,0,1,0,0
2,1,0,0,0
9,8,4,4,0
1,0,0,0,0
2,0,3,0,1
0,5,1,0,0
0,0,0,1,0
6,2,4,1,0
4,1,1,0,0
7,4,2,1,0
1,3,1,0,0
2,0,0,0,0
3,0,0,1,0
4,3,4,0,0
1,2,1,0,0
1,0,0,0,0
2,1,0,0,0
6,4,2,0,0
4,4,3,2,0
2,2,1,1,0
0,0,0,0,0
1,1,0,0,0
1,2,1,0,1
3,4,2,1,0
0,2,0,1,0
