0,1,2,3,4
271,200,85,24,6
88,63,31,11,4
20,8,5,2,0
15,7,2,0,0
66,39,23,7,2
134,87,57,15,3
50,19,7,1,0
3,1,0,3,0
14,16,5,0,0
0,0,0,0,0
2,1,0,1,0
2,0,0,0,0
1,0,0,0,0
0,0,0,0,0
1,0,0,0,0
1,1,0,0,0
0,0,1,0,0
0,1,0,0,1
1,3,1,2,0
0,1,0,0,0
3,5,0,0,0
16,13,3,1,0
52,28,9,1,0
30,13,10,4,0
24,9,7,3,1
3,2,1,0,0
14,13,4,3,0
1,1,2,0,0
10,12,6,1,0
13,14,6,3,0
18,15,7,1,0
124,83,29,10,3
3,5,1,1,1
4,1,0,0,0
1,1,0,0,0
6,0,0,0,0
0,1,0,0,0
0,1,0,0,0
1,0,1,0,0
8,8,1,2,0
22,16,2,0,0
35,11,8,0,0
10,11,4,1,1
5,1,0,0,0
1,2,1,0,0
11,3,5,1,0
17,11,5,2,0
4,2,2,0,0
14,10,5,0,0
5,5,2,1,0
14,7,5,1,0
31,24,3,0,0
