m,f
2,9
41,36
9,7
1,4
1,1
0,1
0,0
0,0
20,21
23,16
10,4
1,3
3,3
0,0
1,1
0,0
0,2
0,0
0,0
0,0
0,0
7,6
3,1
1,1
17,10
1,2
4,4
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
3,1
0,0
1,1
3,3
2,1
0,0
0,0
0,0
0,0
0,0
0,0
