0,1,2,3,4,5,6,7,8,9
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
16,27,28,62,51,16,26,19,4,4
25,54,52,108,106,37,50,34,7,9
9,26,29,73,76,21,36,17,11,7
3,8,8,19,13,6,14,1,1,2
1,1,1,4,0,1,0,1,1,0
0,0,2,3,2,1,0,2,0,1
1,1,1,1,3,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,2,2,0,0,0,0,0
1,0,1,2,2,2,0,0,0,0
0,0,1,1,1,0,0,0,0,0
0,0,2,1,2,0,2,0,0,0
1,1,1,0,3,0,0,1,0,0
0,0,0,0,0,0,2,0,0,0
0,0,0,2,1,0,0,0,0,0
0,1,0,1,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1
2,7,4,11,7,2,8,5,1,0
11,20,20,55,39,8,24,11,2,3
10,29,21,42,51,16,16,7,5,4
10,15,22,53,42,15,18,21,2,2
11,24,21,48,52,16,23,10,2,3
8,6,19,44,29,9,12,5,2,2
1,5,4,7,8,6,8,0,2,0
1,0,0,3,3,0,1,0,0,0
0,0,1,2,4,0,0,0,0,1
0,2,0,1,0,0,0,1,0,0
0,0,0,2,0,0,0,1,0,0
0,2,2,2,2,1,1,0,0,0
1,0,0,0,1,0,0,0,0,0
1,1,1,2,2,0,1,0,0,0
0,0,0,2,2,3,1,0,0,0
0,0,0,0,0,0,1,0,0,0
0,0,1,1,2,1,1,1,0,0
2,2,5,9,2,1,2,1,1,1
9,19,9,30,22,10,19,5,1,1
11,23,18,52,44,9,14,5,0,3
6,13,10,18,21,7,8,6,2,0
4,16,9,27,30,5,10,11,1,1
8,11,23,46,28,14,11,6,2,1
12,7,17,31,33,9,15,8,0,0
3,4,8,13,11,3,7,0,0,1
0,2,4,6,7,1,3,1,1,1
2,4,9,13,12,3,4,3,3,1
2,4,3,17,6,3,4,1,0,0
0,0,1,4,5,0,1,0,1,0
0,2,1,0,0,1,0,0,1,0
0,0,1,0,2,0,1,0,0,0
