m,f
21,26
27,27
4,2
7,8
1,0
0,1
1,0
1,0
38,41
12,0
7,7
1,0
0,1
0,0
0,0
0,0
1,0
0,0
1,1
0,0
0,0
8,9
2,1
3,3
10,2
0,2
1,1
0,0
0,0
0,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
2,0
0,0
3,4
3,1
0,0
0,0
0,0
0,0
0,0
0,0
0,0
