0,1,2,3,4
185,136,60,18,2
179,101,69,17,3
279,179,73,29,10
86,54,20,10,3
78,55,25,5,3
30,21,11,2,0
53,45,24,3,1
32,25,7,1,1
1,0,1,1,1
2,3,0,0,0
4,0,1,1,0
1,2,0,0,0
3,4,0,0,0
4,3,2,0,0
4,1,0,0,0
2,1,0,0,0
7,2,0,1,0
1,2,1,0,0
2,2,0,0,0
3,3,0,0,0
3,5,2,0,0
4,3,1,0,0
0,2,0,0,0
2,5,1,0,0
1,5,2,2,0
17,15,5,2,1
76,48,28,5,1
7,6,5,1,0
61,52,25,6,1
36,21,13,3,3
9,7,2,1,1
19,10,6,0,0
4,3,3,0,0
19,13,4,1,0
71,43,26,6,2
26,14,7,3,0
9,7,3,1,3
28,13,5,0,0
40,21,15,2,1
44,25,16,4,0
19,17,3,2,0
33,17,6,3,0
69,47,21,5,0
61,34,22,4,0
47,34,9,4,0
10,9,5,3,0
64,57,17,3,2
59,37,14,8,0
19,12,7,2,0
5,4,1,0,0
38,15,7,1,0
7,6,1,1,0
