0,1,2,3,4,5,6,7,8,9,10
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0
0,0,5,0,0,0,0,0,0,0,0
5,0,54,1,0,0,0,3,0,0,0
10,0,6,78,0,0,0,4,0,0,0
254,0,3,6,0,0,1,4,0,0,0
6,0,3,4,6,4,6,65,5,0,0
3,12,1,50,68,58,67,40,82,0,0
3,154,75,4,53,8,8,0,4,0,0
18,31,0,4,8,47,4,1,6,11,0
1,2,7,3,1,1,5,9,0,4,4
0,0,0,1,0,0,40,0,2,3,2
0,1,2,0,1,11,1,1,0,59,37
0,0,0,0,0,2,0,1,1,4,40
0,0,1,0,0,0,0,0,30,37,26
1,0,0,1,0,0,0,0,1,0,3
0,1,1,3,0,0,0,0,4,0,0
0,0,0,1,1,1,0,0,0,0,0
0,0,0,4,0,1,0,0,0,0,1
0,0,0,2,0,0,0,2,0,5,0
0,1,1,1,1,0,0,0,0,0,0
1,0,1,0,0,0,0,0,1,1,0
1,3,0,0,0,0,0,0,1,0,0
0,0,1,0,0,1,0,0,1,1,0
1,0,0,0,0,0,1,0,1,1,0
0,0,0,1,0,2,1,2,0,0,0
0,1,0,2,0,0,0,0,0,0,1
1,0,0,1,0,0,0,1,0,0,0
0,0,0,1,0,1,2,0,0,1,0
0,0,0,0,0,1,0,1,3,0,0
1,0,0,1,0,0,0,0,2,2,4
1,0,1,0,1,0,0,0,0,2,0
0,0,0,0,0,0,1,0,0,1,0
13,0,0,0,1,1,0,0,0,0,2
5,0,0,0,1,0,0,0,2,0,1
178,0,0,4,0,1,4,0,0,0,0
70,3,0,4,2,0,0,0,0,0,0
0,1,1,1,2,0,0,0,0,0,0
0,0,0,33,0,0,14,1,0,0,1
0,0,2,0,8,0,65,0,1,0,1
1,0,0,1,2,0,2,1,0,0,0
2,6,25,67,2,0,24,3,0,0,1
0,4,60,4,42,14,6,3,1,0,0
0,91,53,28,5,25,0,0,1,0,1
0,8,3,2,2,4,0,1,0,1,12
0,64,3,0,1,50,0,25,0,4,1
0,9,0,2,1,1,0,40,3,20,36
0,2,0,4,48,0,2,34,0,38,4
0,0,0,0,12,16,0,2,8,5,2
1,0,0,2,1,3,0,3,48,39,0
