0,1,2,3,4,5,6,7,8,9,10
312,174,21,98,20,13,14,17,87,14,54
7,44,96,60,59,0,57,69,56,64,53
7,3,6,1,6,0,62,7,2,56,8
2,1,54,6,53,0,15,7,2,0,0
20,0,7,1,14,62,1,3,0,2,1
0,0,1,1,0,5,1,0,2,2,0
0,0,1,0,0,56,0,38,0,2,0
0,0,1,2,2,1,0,8,0,1,0
0,1,0,1,1,3,0,1,1,1,2
0,1,0,1,0,11,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0
0,0,1,1,0,0,0,0,0,0,0
0,0,1,0,0,1,0,0,2,1,3
0,1,0,3,0,0,0,0,0,0,1
0,1,0,4,1,1,1,0,0,0,0
1,1,1,0,1,0,0,1,0,1,1
0,0,0,1,0,1,0,0,0,0,1
0,2,0,1,0,0,1,0,0,1,0
0,0,0,1,0,0,1,0,1,0,0
0,0,0,1,0,0,0,0,0,1,0
0,0,0,0,1,1,0,0,0,1,1
1,0,1,2,3,1,0,0,0,0,0
0,2,1,1,0,0,0,0,1,0,0
0,0,0,0,1,0,0,2,0,0,0
3,0,0,3,1,0,0,0,1,0,0
1,0,0,4,0,1,0,0,1,0,1
0,0,0,1,0,1,0,0,1,2,2
0,0,1,0,1,0,1,0,0,0,1
0,0,3,0,0,0,0,0,0,0,19
0,0,2,0,0,0,1,0,0,0,4
1,0,37,0,1,1,0,3,0,0,49
0,0,10,0,0,1,0,0,0,0,27
0,8,74,17,0,4,0,0,0,0,0
0,4,9,4,0,1,0,0,0,0,8
0,90,3,2,0,1,1,5,0,0,2
1,8,32,73,4,20,13,0,1,0,0
27,8,5,48,27,65,38,28,2,1,1
5,3,2,0,59,1,7,3,2,0,0
139,2,3,7,34,34,3,4,1,0,0
12,75,2,4,5,13,47,1,23,0,1
12,1,0,2,1,2,1,32,67,6,0
100,1,1,0,0,0,0,4,1,17,1
7,0,0,0,0,1,1,40,1,27,0
1,1,0,1,0,1,0,18,4,40,0
1,1,1,0,4,2,0,5,33,29,0
0,1,0,2,1,0,0,0,11,5,1
1,0,2,2,2,0,0,2,1,1,1
0,0,0,1,0,0,11,1,0,4,0
2,0,3,2,0,0,0,0,1,1,1
0,1,1,2,1,0,5,2,0,0,0
0,1,1,0,0,1,1,0,0,1,0
