0,1,2,3,4
33,29,17,13,7
24,12,8,3,5
0,3,0,1,1
18,19,3,1,5
14,8,6,2,0
1,0,0,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
6,1,0,0,0
5,9,2,0,0
11,16,9,5,0
4,3,2,1,0
5,3,0,0,0
0,0,0,0,0
4,8,2,2,0
9,7,6,0,1
5,4,4,1,0
2,2,0,2,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
3,4,1,0,0
3,4,2,0,0
3,6,2,1,1
3,9,3,1,0
7,1,1,0,0
3,1,1,0,0
1,0,0,0,0
0,0,0,0,0
2,1,0,0,0
9,3,0,0,0
12,6,6,3,2
3,5,0,2,0
4,0,0,0,0
2,1,0,0,0
0,1,0,0,0
0,0,0,0,0
