m,f
0,0
0,0
0,0
0,0
3,4
4,4
163,187
117,114
45,46
117,121
109,99
39,37
7,6
5,4
77,91
36,30
54,59
56,68
5,6
1,1
2,5
2,1
3,4
3,1
5,2
5,4
3,1
3,2
1,3
2,0
5,5
3,6
1,2
7,14
7,7
20,23
29,31
43,50
17,26
27,17
15,21
8,7
107,117
63,71
74,66
12,14
85,86
71,78
49,71
27,38
22,21
5,2
