m,f
0,0
0,0
0,0
0,0
0,1
175,186
343,393
237,235
44,47
5,2
0,2
0,2
1,1
1,0
0,0
1,0
4,5
2,4
0,0
3,3
1,2
1,2
0,5
12,18
99,114
211,228
150,175
111,150
52,47
13,7
6,4
2,2
0,1
3,2
3,3
8,4
15,13
10,16
12,15
8,10
8,9
8,4
46,40
82,102
70,84
123,166
94,115
71,52
38,49
32,33
11,22
17,25
