m,f
19,12
94,54
20,17
16,21
4,6
0,0
0,0
1,0
0,0
0,0
0,0
0,0
0,0
0,0
1,2
0,1
0,1
1,0
7,2
17,4
5,10
1,3
9,7
17,14
15,9
10,5
1,2
4,8
1,0
1,3
0,0
3,1
0,0
1,2
1,0
0,0
2,0
5,2
4,8
4,9
6,2
2,1
4,9
3,0
2,4
3,4
5,7
3,6
3,0
2,1
2,3
7,5
