m,f
830,860
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
7,6
0,4
54,52
42,38
163,168
11,4
45,37
32,39
68,77
27,24
61,62
44,48
28,46
5,11
36,38
3,5
10,12
44,38
30,46
11,11
0,1
29,37
1,7
31,22
8,3
29,39
15,24
6,8
5,4
