m,f
615,630
180,199
25,24
3,3
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
11,8
70,89
211,247
172,195
84,95
51,57
46,30
6,1
11,7
42,42
68,49
29,55
2,1
0,1
1,0
0,4
3,2
6,5
31,36
104,117
138,181
85,119
83,100
73,77
44,42
6,8
0,2
13,18
55,41
46,62
13,20
0,4
1,1
1,0
3,3
5,9
