0,1,2,3,4
4,5,5,0,0
39,34,19,8,6
18,12,10,3,4
17,10,16,6,0
8,8,1,2,0
4,2,2,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,1,0,1
4,2,5,0,2
6,10,0,3,0
5,10,3,0,1
10,7,6,2,0
14,11,3,3,2
5,5,0,0,1
1,0,2,1,0
2,4,0,2,1
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
0,0,0,0,0
1,0,1,0,0
1,2,0,0,0
1,1,0,0,0
8,1,1,2,1
8,5,0,0,0
8,6,1,0,0
7,5,3,1,0
4,1,0,0,1
1,2,0,1,0
6,3,1,0,0
1,1,2,0,0
6,4,2,2,0
2,0,2,0,0
3,3,0,0,1
0,0,1,0,0
1,0,0,0,0
