m,f
355,384
135,162
99,105
26,34
21,16
26,33
48,55
11,12
8,2
58,63
11,7
27,27
1,5
1,6
2,6
7,3
6,4
0,1
4,5
1,1
3,7
0,0
3,5
0,1
2,1
1,3
2,2
9,9
4,7
4,1
30,32
47,50
32,43
100,128
29,22
74,76
58,81
104,107
14,23
4,4
13,22
41,45
37,47
39,43
13,15
29,22
6,10
4,4
6,9
8,10
26,30
27,35
