0,1,2,3,4
180,135,54,17,2
345,201,85,22,7
115,89,35,11,0
55,41,28,2,1
10,7,3,1,0
73,39,22,7,0
41,22,13,2,0
5,1,2,0,1
5,3,0,0,0
2,2,1,0,0
3,6,0,1,0
0,1,0,1,0
7,2,1,1,0
3,2,1,0,1
2,1,2,0,0
3,2,4,1,0
6,1,0,0,0
1,0,0,0,0
0,1,0,0,0
2,3,4,0,0
1,0,0,0,0
2,1,3,0,0
2,1,3,0,0
4,4,1,1,0
0,0,0,0,0
1,0,0,0,0
0,2,2,0,0
5,3,1,0,1
9,5,2,0,2
13,4,10,0,0
37,28,14,1,1
31,19,9,5,1
104,60,28,5,0
37,27,15,2,0
45,31,7,2,0
76,61,18,7,1
34,16,11,3,1
122,91,34,6,2
78,62,10,3,0
63,36,19,5,0
10,4,4,1,0
9,2,2,0,0
29,22,9,2,0
29,14,10,3,0
24,13,6,2,0
25,16,8,2,1
2,1,2,0,0
5,1,4,0,0
4,0,1,1,0
2,3,4,0,0
1,1,2,1,1
2,2,1,0,0
