0,1,2,3,4
408,284,140,39,12
285,189,76,23,8
180,115,57,13,3
12,5,3,2,0
32,18,9,8,1
10,1,3,1,0
0,0,0,0,0
3,2,2,0,0
1,0,0,0,0
3,0,0,0,0
1,0,0,0,0
1,1,1,0,0
1,0,1,0,0
1,3,0,0,0
5,1,2,0,0
3,0,1,0,0
6,3,0,1,0
26,20,3,2,0
11,8,0,1,0
123,77,33,7,3
74,36,23,5,1
61,52,23,6,1
73,35,19,3,1
46,35,17,3,3
54,30,12,4,1
78,58,23,9,0
25,8,2,3,0
22,11,7,1,0
3,2,2,0,0
5,0,0,0,0
6,1,0,0,0
1,0,0,0,1
2,4,0,0,0
0,2,2,0,1
2,3,0,0,0
7,2,0,0,0
7,5,1,1,1
28,17,8,0,0
26,20,7,3,0
48,26,8,3,0
8,8,4,0,0
44,24,14,3,2
48,25,14,1,0
94,54,19,5,2
84,62,29,6,1
43,28,14,2,0
34,20,12,3,0
9,5,2,1,0
25,14,11,1,0
6,1,2,2,1
25,26,3,5,0
28,14,4,1,1
