0,1,2,3,4
28,23,9,4,4
13,6,6,5,0
13,7,9,1,2
3,7,2,2,1
1,2,0,1,1
16,12,9,4,1
10,4,2,3,0
6,3,3,3,0
0,0,0,1,0
0,1,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,2,0,0,0
3,3,1,0,0
5,0,0,2,1
1,1,0,0,0
7,1,2,0,0
5,4,3,0,1
4,6,4,1,3
0,4,1,1,1
4,3,1,1,0
0,0,0,1,0
0,0,0,0,0
5,2,1,1,0
4,1,1,0,1
13,4,3,1,1
6,6,3,2,1
11,6,2,2,0
1,0,0,0,0
1,1,1,0,0
1,0,1,0,0
0,0,0,1,0
3,0,0,0,0
4,2,4,1,0
2,0,0,0,0
4,3,2,0,0
2,3,1,2,0
1,2,2,0,0
0,3,3,0,0
4,0,0,0,0
4,5,2,1,0
6,3,0,1,0
2,2,0,0,0
0,1,1,0,0
0,0,1,0,0
