m,f
0,0
0,0
0,0
0,0
57,42
156,167
75,95
107,130
130,125
27,39
7,5
2,1
4,3
2,4
25,33
3,3
5,3
3,2
4,1
39,43
23,20
142,171
23,15
36,56
36,39
48,63
44,38
40,55
35,27
20,29
20,22
11,16
6,4
1,1
2,4
3,3
23,33
7,8
4,5
72,66
73,77
45,69
54,54
35,40
8,4
9,13
8,14
19,26
16,26
35,48
12,9
27,34
