0,1,2,3,4,5,6,7,8,9
30,62,60,149,137,61,64,46,22,23
12,23,22,44,68,12,15,16,11,9
7,23,17,54,48,16,38,8,9,7
0,2,2,8,6,0,0,2,1,0
0,0,0,0,1,0,0,0,0,0
18,32,42,88,72,26,47,34,9,8
8,9,6,29,26,9,18,5,6,3
4,2,1,6,5,2,5,1,1,0
0,0,0,1,0,0,0,0,0,0
2,6,1,9,11,1,6,1,0,1
0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,0,0,0
3,0,1,5,6,2,4,1,1,0
4,10,10,14,23,7,5,7,2,3
5,15,18,17,32,8,14,6,3,3
1,1,4,8,5,2,4,2,0,2
1,1,2,9,7,0,1,2,0,0
2,4,0,9,6,1,3,3,0,0
11,10,18,35,33,7,20,11,4,4
2,17,15,21,27,10,13,7,2,2
2,2,1,11,6,2,4,1,0,0
1,0,0,4,1,2,0,0,0,0
4,7,6,13,10,3,4,2,0,1
6,1,7,9,6,3,9,4,1,1
9,21,11,47,28,10,18,11,1,4
8,19,22,46,32,10,25,14,6,0
0,0,0,0,0,1,0,0,0,0
4,7,7,17,19,9,11,8,3,1
0,0,0,0,1,0,0,0,0,0
1,0,1,3,5,4,3,0,0,0
3,2,3,5,7,1,1,1,0,0
1,13,5,14,24,8,8,4,1,2
2,3,8,14,12,1,4,1,0,0
6,4,5,10,14,2,3,1,0,1
2,4,10,9,16,2,5,5,2,1
1,0,0,1,0,0,2,2,1,0
0,1,1,1,1,1,0,1,0,0
1,0,0,0,0,1,0,0,0,0
0,5,1,5,3,1,3,2,0,0
6,11,9,14,21,7,12,5,0,0
5,20,16,33,27,5,19,7,3,2
2,1,5,13,10,4,2,2,1,0
1,0,0,8,0,1,1,1,0,0
1,0,0,3,0,0,1,1,0,0
5,6,4,12,9,4,6,1,1,0
2,3,5,4,10,0,1,4,1,0
1,1,3,11,1,1,1,0,0,0
