0,1,2,3,4
14,17,7,3,3
19,15,5,3,4
24,18,10,8,3
4,9,3,3,2
10,6,2,3,2
1,1,0,0,0
2,0,1,0,0
5,2,2,4,0
2,0,0,0,0
0,5,1,1,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
1,0,0,0,0
4,1,2,0,0
7,11,3,1,2
7,3,8,0,0
9,2,1,0,0
0,0,0,0,0
2,3,1,1,1
7,3,3,0,0
16,10,3,3,1
1,2,2,0,0
4,4,0,0,0
16,11,5,1,1
8,10,2,1,1
0,0,0,0,0
0,0,0,0,0
0,0,0,1,0
2,4,1,2,0
0,1,1,0,0
0,0,0,1,0
0,0,0,0,0
0,0,0,0,0
