0,1,2,3,4,5,6,7,8,9
4,7,10,16,15,5,13,10,7,7
1,0,1,3,5,0,4,2,3,4
2,3,3,9,11,9,14,3,4,9
0,0,0,1,1,1,3,2,1,1
0,1,1,2,1,1,5,2,0,1
0,0,0,0,1,0,0,0,0,0
0,0,0,1,1,3,3,2,1,1
0,1,0,2,2,1,5,1,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,0,1
0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,3,1,4,4,0,4,2,2,1
0,0,1,0,1,2,2,0,0,0
1,0,1,4,4,3,2,2,0,1
1,3,3,4,8,1,4,4,1,3
2,0,0,4,1,0,5,4,3,0
0,2,1,4,7,5,3,6,2,1
0,0,1,2,3,0,0,0,2,2
1,1,0,2,1,0,3,2,0,0
0,1,1,0,1,0,1,1,2,0
0,2,0,5,4,3,1,2,1,2
0,1,2,3,1,2,2,2,1,1
1,0,0,1,2,0,2,0,1,0
0,0,0,0,0,0,1,0,0,0
0,1,0,2,2,1,4,2,2,1
0,0,0,1,0,2,0,0,0,1
0,0,1,2,1,1,1,0,0,1
0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0,0,0
