0,1,2,3,4
782,533,247,71,21
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
0,0,0,0,0
2,3,0,0,0
28,26,9,2,0
12,7,2,1,1
62,40,18,7,1
61,48,15,4,1
72,41,14,3,2
49,29,2,6,2
74,32,20,6,1
60,34,18,3,0
15,17,6,2,0
14,6,7,2,0
77,45,15,3,1
14,9,2,3,0
148,102,59,13,1
5,0,3,0,0
28,20,13,2,1
2,1,3,0,0
7,7,4,1,0
14,8,2,0,1
6,2,2,1,0
28,12,8,2,1
32,28,8,1,0
0,3,0,1,0
7,17,10,2,1
5,0,1,2,0
2,3,0,1,0
5,1,2,0,0
15,9,3,3,0
16,11,2,0,0
29,14,7,1,0
