m,f
16,11
26,20
29,22
4,2
33,30
7,5
8,12
2,2
0,2
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,0
2,2
3,0
1,0
1,0
3,4
16,8
5,4
11,11
1,7
6,7
21,17
9,5
10,6
10,4
2,2
3,4
3,3
2,3
4,5
0,0
0,1
2,0
1,2
1,3
2,1
3,0
