0,1,2,3,4
278,170,88,22,7
93,74,39,8,2
54,49,23,4,0
43,37,12,4,0
89,55,16,3,1
14,9,6,2,0
54,27,11,4,0
0,6,1,1,0
4,5,0,0,0
3,1,0,1,0
1,2,1,0,0
6,1,2,0,0
87,44,26,8,0
4,3,1,0,0
7,3,0,1,0
5,7,0,0,0
4,0,1,0,0
1,2,2,0,0
5,1,4,0,0
22,6,10,3,0
8,6,2,0,0
12,19,5,2,0
22,14,6,1,0
14,17,10,1,0
6,6,3,0,0
2,3,0,0,0
4,2,0,0,0
5,7,1,0,0
48,19,12,3,1
9,7,3,0,0
59,45,14,4,0
2,0,0,1,0
17,16,4,1,0
10,6,0,0,0
5,4,0,0,0
2,1,0,0,0
3,2,0,1,0
0,1,0,0,0
3,3,0,1,0
7,1,1,1,0
5,4,0,0,0
2,5,1,0,0
8,6,3,1,0
18,16,4,0,0
15,14,3,0,0
5,5,3,0,0
9,4,3,0,0
21,9,4,2,0
45,20,13,4,0
44,37,6,3,0
19,23,6,1,0
1,1,0,0,0
